,Ex-Showroom/ On-Road,Price,company,model,variant
2902,Chennai,Rs.24.37 Lakh*,TOYOTA,HYRYDER,Hyryder V HYBRID Dual Tone
2903,Ahmedabad,Rs.22 Lakh*,TOYOTA,HYRYDER,Hyryder V HYBRID Dual Tone
2904,Lucknow,Rs.22.77 Lakh*,TOYOTA,HYRYDER,Hyryder V HYBRID Dual Tone
2905,Jaipur,Rs.23.06 Lakh*,TOYOTA,HYRYDER,Hyryder V HYBRID Dual Tone
2906,Patna,Rs.23.36 Lakh*,TOYOTA,HYRYDER,Hyryder V HYBRID Dual Tone
2907,Chandigarh,Rs.23.17 Lakh*,TOYOTA,HYRYDER,Hyryder V HYBRID Dual Tone
2908,Ex-Showroom Price,"Rs.8,69,000",mahindra,xuv300,XUV300 W4 Diesel BSIV
2909,Ex-Showroom Price,"Rs.19,99,000",KIA,SELTOS,Seltos GTX A Diesel AT
2910,Bangalore,Rs.24.74 Lakh*,KIA,SELTOS,Seltos GTX A Diesel AT
2911,Mumbai,Rs.23.78 Lakh*,KIA,SELTOS,Seltos GTX A Diesel AT
2912,Pune,Rs.23.85 Lakh*,KIA,SELTOS,Seltos GTX A Diesel AT
2913,Hyderabad,Rs.24.45 Lakh*,KIA,SELTOS,Seltos GTX A Diesel AT
2914,Chennai,Rs.24.65 Lakh*,KIA,SELTOS,Seltos GTX A Diesel AT
2915,Ahmedabad,Rs.22.25 Lakh*,KIA,SELTOS,Seltos GTX A Diesel AT
2916,Lucknow,Rs.23.03 Lakh*,KIA,SELTOS,Seltos GTX A Diesel AT
2917,Jaipur,Rs.23.76 Lakh*,KIA,SELTOS,Seltos GTX A Diesel AT
2918,Patna,Rs.23.63 Lakh*,KIA,SELTOS,Seltos GTX A Diesel AT
2919,Chandigarh,Rs.23.43 Lakh*,KIA,SELTOS,Seltos GTX A Diesel AT
2920,Ex-Showroom Price,"Rs.10,50,501",mahindra,xuv300,XUV300 W6 Turbo
2921,Ex-Showroom Price,"Rs.18,67,883",HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2922,Bangalore,Rs.22.86 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2923,Mumbai,Rs.22.40 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2924,Pune,Rs.22.60 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2925,Hyderabad,Rs.23.17 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2926,Chennai,Rs.23.04 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2927,Ahmedabad,Rs.20.80 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2928,Lucknow,Rs.21.53 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2929,Jaipur,Rs.22.47 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2930,Patna,Rs.22.09 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2931,Chandigarh,Rs.21.90 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight Diesel DT
2932,Ex-Showroom Price,"Rs.17,99,000",KIA,SELTOS,Seltos HTX A iVT
2933,Bangalore,Rs.22.28 Lakh*,KIA,SELTOS,Seltos HTX A iVT
2934,Mumbai,Rs.21.05 Lakh*,KIA,SELTOS,Seltos HTX A iVT
2935,Pune,Rs.21.12 Lakh*,KIA,SELTOS,Seltos HTX A iVT
2936,Hyderabad,Rs.22.02 Lakh*,KIA,SELTOS,Seltos HTX A iVT
2937,Chennai,Rs.22.20 Lakh*,KIA,SELTOS,Seltos HTX A iVT
2938,Ahmedabad,Rs.20.04 Lakh*,KIA,SELTOS,Seltos HTX A iVT
2939,Lucknow,Rs.20.74 Lakh*,KIA,SELTOS,Seltos HTX A iVT
2940,Jaipur,Rs.20.99 Lakh*,KIA,SELTOS,Seltos HTX A iVT
2941,Patna,Rs.21.28 Lakh*,KIA,SELTOS,Seltos HTX A iVT
2942,Chandigarh,Rs.21.10 Lakh*,KIA,SELTOS,Seltos HTX A iVT
2943,Ex-Showroom Price,"Rs.15,46,500",HYUNDAI,CRETA,Creta EX (O) Diesel AT
2944,Bangalore,Rs.18.95 Lakh*,HYUNDAI,CRETA,Creta EX (O) Diesel AT
2945,Mumbai,Rs.18.48 Lakh*,HYUNDAI,CRETA,Creta EX (O) Diesel AT
2946,Pune,Rs.18.48 Lakh*,HYUNDAI,CRETA,Creta EX (O) Diesel AT
2947,Hyderabad,Rs.18.95 Lakh*,HYUNDAI,CRETA,Creta EX (O) Diesel AT
2948,Chennai,Rs.19.10 Lakh*,HYUNDAI,CRETA,Creta EX (O) Diesel AT
2949,Ahmedabad,Rs.17.24 Lakh*,HYUNDAI,CRETA,Creta EX (O) Diesel AT
2950,Lucknow,Rs.17.85 Lakh*,HYUNDAI,CRETA,Creta EX (O) Diesel AT
2951,Jaipur,Rs.18.41 Lakh*,HYUNDAI,CRETA,Creta EX (O) Diesel AT
2952,Patna,Rs.18.31 Lakh*,HYUNDAI,CRETA,Creta EX (O) Diesel AT
2953,Chandigarh,Rs.17.48 Lakh*,HYUNDAI,CRETA,Creta EX (O) Diesel AT
2954,Ex-Showroom Price,"Rs.19,63,759",HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2955,Bangalore,Rs.24.02 Lakh*,HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2956,Mumbai,Rs.23.14 Lakh*,HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2957,Pune,Rs.20.87 Lakh*,HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2958,Hyderabad,Rs.24.35 Lakh*,HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2959,Chennai,Rs.24.22 Lakh*,HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2960,Ahmedabad,Rs.21.86 Lakh*,HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2961,Lucknow,Rs.22.63 Lakh*,HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2962,Jaipur,Rs.23.16 Lakh*,HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2963,Patna,Rs.23.22 Lakh*,HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2964,Chandigarh,Rs.21.81 Lakh*,HYUNDAI,CRETA,Creta SX (O) Turbo DCT DT
2965,Ex-Showroom Price,"Rs.13,94,000",HYUNDAI,CRETA,Creta EX(O) iVT
2966,Bangalore,Rs.17.09 Lakh*,HYUNDAI,CRETA,Creta EX(O) iVT
2967,Mumbai,Rs.16.39 Lakh*,HYUNDAI,CRETA,Creta EX(O) iVT
2968,Pune,Rs.16.39 Lakh*,HYUNDAI,CRETA,Creta EX(O) iVT
2969,Hyderabad,Rs.17.09 Lakh*,HYUNDAI,CRETA,Creta EX(O) iVT
2970,Chennai,Rs.17.23 Lakh*,HYUNDAI,CRETA,Creta EX(O) iVT
2971,Ahmedabad,Rs.15.56 Lakh*,HYUNDAI,CRETA,Creta EX(O) iVT
2972,Lucknow,Rs.16.10 Lakh*,HYUNDAI,CRETA,Creta EX(O) iVT
2973,Jaipur,Rs.16.30 Lakh*,HYUNDAI,CRETA,Creta EX(O) iVT
2974,Patna,Rs.16.24 Lakh*,HYUNDAI,CRETA,Creta EX(O) iVT
2975,Chandigarh,Rs.15.61 Lakh*,HYUNDAI,CRETA,Creta EX(O) iVT
2976,Ex-Showroom Price,"Rs.12,16,690",TATA,NEXON,Nexon Creative Plus PS DT CNG
2977,Bangalore,Rs.15.29 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT CNG
2978,Mumbai,Rs.13.84 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT CNG
2979,Pune,Rs.14.18 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT CNG
2980,Hyderabad,Rs.15.05 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT CNG
2981,Chennai,Rs.15.05 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT CNG
2982,Ahmedabad,Rs.13.59 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT CNG
2983,Lucknow,Rs.14.07 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT CNG
2984,Jaipur,Rs.14.11 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT CNG
2985,Patna,Rs.14.19 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT CNG
2986,Chandigarh,Rs.14.07 Lakh*,TATA,NEXON,Nexon Creative Plus PS DT CNG
2987,Ex-Showroom Price,"Rs.16,99,000",MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2988,Bangalore,Rs.21.69 Lakh*,MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2989,Mumbai,Rs.20.77 Lakh*,MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2990,Pune,Rs.20.49 Lakh*,MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2991,Hyderabad,Rs.21 Lakh*,MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2992,Chennai,Rs.21.17 Lakh*,MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2993,Ahmedabad,Rs.19.13 Lakh*,MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2994,Lucknow,Rs.19.79 Lakh*,MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2995,Jaipur,Rs.20.86 Lakh*,MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2996,Patna,Rs.20.30 Lakh*,MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2997,Chandigarh,Rs.20.13 Lakh*,MAHINDRA,THAR,Thar LXT 4WD Diesel AT
2998,Ex-Showroom Price,"Rs.19,72,000",HYUNDAI,CRETA,Creta King Diesel AT
2999,Bangalore,Rs.24.12 Lakh*,HYUNDAI,CRETA,Creta King Diesel AT
3000,Mumbai,Rs.23.53 Lakh*,HYUNDAI,CRETA,Creta King Diesel AT
3001,Pune,Rs.23.53 Lakh*,HYUNDAI,CRETA,Creta King Diesel AT
3002,Hyderabad,Rs.24.12 Lakh*,HYUNDAI,CRETA,Creta King Diesel AT
3003,Chennai,Rs.24.32 Lakh*,HYUNDAI,CRETA,Creta King Diesel AT
3004,Ahmedabad,Rs.21.95 Lakh*,HYUNDAI,CRETA,Creta King Diesel AT
3005,Lucknow,Rs.22.72 Lakh*,HYUNDAI,CRETA,Creta King Diesel AT
3006,Jaipur,Rs.23.44 Lakh*,HYUNDAI,CRETA,Creta King Diesel AT
3007,Patna,Rs.23.31 Lakh*,HYUNDAI,CRETA,Creta King Diesel AT
3008,Chandigarh,Rs.21.92 Lakh*,HYUNDAI,CRETA,Creta King Diesel AT
3009,Ex-Showroom Price,"Rs.18,27,042",HYUNDAI,CRETA,Creta SX (O) iVT
3010,Bangalore,Rs.22.36 Lakh*,HYUNDAI,CRETA,Creta SX (O) iVT
3011,Mumbai,Rs.21.55 Lakh*,HYUNDAI,CRETA,Creta SX (O) iVT
3012,Pune,Rs.18.81 Lakh*,HYUNDAI,CRETA,Creta SX (O) iVT
3013,Hyderabad,Rs.22.66 Lakh*,HYUNDAI,CRETA,Creta SX (O) iVT
3014,Chennai,Rs.22.54 Lakh*,HYUNDAI,CRETA,Creta SX (O) iVT
3015,Ahmedabad,Rs.20.35 Lakh*,HYUNDAI,CRETA,Creta SX (O) iVT
3016,Lucknow,Rs.21.06 Lakh*,HYUNDAI,CRETA,Creta SX (O) iVT
3017,Jaipur,Rs.21.56 Lakh*,HYUNDAI,CRETA,Creta SX (O) iVT
3018,Patna,Rs.21.61 Lakh*,HYUNDAI,CRETA,Creta SX (O) iVT
3019,Chandigarh,Rs.20.30 Lakh*,HYUNDAI,CRETA,Creta SX (O) iVT
3020,Ex-Showroom Price,"Rs.17,45,500",HYUNDAI,CRETA,Creta SX Premium DT Diesel
3021,Bangalore,Rs.21.37 Lakh*,HYUNDAI,CRETA,Creta SX Premium DT Diesel
3022,Mumbai,Rs.20.84 Lakh*,HYUNDAI,CRETA,Creta SX Premium DT Diesel
3023,Pune,Rs.20.84 Lakh*,HYUNDAI,CRETA,Creta SX Premium DT Diesel
3024,Hyderabad,Rs.21.37 Lakh*,HYUNDAI,CRETA,Creta SX Premium DT Diesel
3025,Chennai,Rs.21.54 Lakh*,HYUNDAI,CRETA,Creta SX Premium DT Diesel
3026,Ahmedabad,Rs.19.45 Lakh*,HYUNDAI,CRETA,Creta SX Premium DT Diesel
3027,Lucknow,Rs.20.13 Lakh*,HYUNDAI,CRETA,Creta SX Premium DT Diesel
3028,Jaipur,Rs.20.76 Lakh*,HYUNDAI,CRETA,Creta SX Premium DT Diesel
3029,Patna,Rs.20.65 Lakh*,HYUNDAI,CRETA,Creta SX Premium DT Diesel
3030,Chandigarh,Rs.19.28 Lakh*,HYUNDAI,CRETA,Creta SX Premium DT Diesel
3031,Ex-Showroom Price,"Rs.9,00,890",TATA,NEXON,Nexon Smart Plus Diesel
3032,Bangalore,Rs.10.96 Lakh*,TATA,NEXON,Nexon Smart Plus Diesel
3033,Mumbai,Rs.10.64 Lakh*,TATA,NEXON,Nexon Smart Plus Diesel
3034,Pune,Rs.10.83 Lakh*,TATA,NEXON,Nexon Smart Plus Diesel
3035,Hyderabad,Rs.10.73 Lakh*,TATA,NEXON,Nexon Smart Plus Diesel
3036,Chennai,Rs.10.64 Lakh*,TATA,NEXON,Nexon Smart Plus Diesel
3037,Ahmedabad,Rs.10.01 Lakh*,TATA,NEXON,Nexon Smart Plus Diesel
3038,Lucknow,Rs.10.18 Lakh*,TATA,NEXON,Nexon Smart Plus Diesel
3039,Jaipur,Rs.10.70 Lakh*,TATA,NEXON,Nexon Smart Plus Diesel
3040,Patna,Rs.10.45 Lakh*,TATA,NEXON,Nexon Smart Plus Diesel
3041,Chandigarh,Rs.10.36 Lakh*,TATA,NEXON,Nexon Smart Plus Diesel
3042,Ex-Showroom Price,"Rs.10,39,900",maruti,brezza,Brezza Zxi
3043,Bangalore,Rs.12.78 Lakh*,maruti,brezza,Brezza Zxi
3044,Mumbai,Rs.12.25 Lakh*,maruti,brezza,Brezza Zxi
3045,Pune,Rs.12.18 Lakh*,maruti,brezza,Brezza Zxi
3046,Hyderabad,Rs.12.78 Lakh*,maruti,brezza,Brezza Zxi
3047,Chennai,Rs.12.89 Lakh*,maruti,brezza,Brezza Zxi
3048,Ahmedabad,Rs.11.56 Lakh*,maruti,brezza,Brezza Zxi
3049,Lucknow,Rs.12.04 Lakh*,maruti,brezza,Brezza Zxi
3050,Jaipur,Rs.12.09 Lakh*,maruti,brezza,Brezza Zxi
3051,Patna,Rs.12.15 Lakh*,maruti,brezza,Brezza Zxi
3052,Chandigarh,Rs.11.70 Lakh*,maruti,brezza,Brezza Zxi
3053,Ex-Showroom Price,"Rs.17,23,539",HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3054,Bangalore,Rs.21.10 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3055,Mumbai,Rs.20.69 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3056,Pune,Rs.22.39 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3057,Hyderabad,Rs.21.39 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3058,Chennai,Rs.21.27 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3059,Ahmedabad,Rs.19.20 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3060,Lucknow,Rs.19.88 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3061,Jaipur,Rs.20.75 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3062,Patna,Rs.20.39 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3063,Chandigarh,Rs.20.22 Lakh*,HYUNDAI,CRETA,Creta S (O) Knight Diesel AT DT
3064,Ex-Showroom Price,"Rs.10,16,900",maruti,brezza,Brezza Vxi CNG
3065,Bangalore,Rs.12.50 Lakh*,maruti,brezza,Brezza Vxi CNG
3066,Mumbai,Rs.11.70 Lakh*,maruti,brezza,Brezza Vxi CNG
3067,Pune,Rs.11.77 Lakh*,maruti,brezza,Brezza Vxi CNG
3068,Hyderabad,Rs.12.51 Lakh*,maruti,brezza,Brezza Vxi CNG
3069,Chennai,Rs.12.60 Lakh*,maruti,brezza,Brezza Vxi CNG
3070,Ahmedabad,Rs.11.31 Lakh*,maruti,brezza,Brezza Vxi CNG
3071,Lucknow,Rs.11.78 Lakh*,maruti,brezza,Brezza Vxi CNG
3072,Jaipur,Rs.11.84 Lakh*,maruti,brezza,Brezza Vxi CNG
3073,Patna,Rs.11.88 Lakh*,maruti,brezza,Brezza Vxi CNG
3074,Chandigarh,Rs.11.45 Lakh*,maruti,brezza,Brezza Vxi CNG
3075,Ex-Showroom Price,"Rs.14,09,000",HYUNDAI,CRETA,Creta S (O)
3076,Bangalore,Rs.17.27 Lakh*,HYUNDAI,CRETA,Creta S (O)
3077,Mumbai,Rs.16.57 Lakh*,HYUNDAI,CRETA,Creta S (O)
3078,Pune,Rs.16.57 Lakh*,HYUNDAI,CRETA,Creta S (O)
3079,Hyderabad,Rs.17.27 Lakh*,HYUNDAI,CRETA,Creta S (O)
3080,Chennai,Rs.17.41 Lakh*,HYUNDAI,CRETA,Creta S (O)
3081,Ahmedabad,Rs.15.72 Lakh*,HYUNDAI,CRETA,Creta S (O)
3082,Lucknow,Rs.16.27 Lakh*,HYUNDAI,CRETA,Creta S (O)
3083,Jaipur,Rs.16.47 Lakh*,HYUNDAI,CRETA,Creta S (O)
3084,Patna,Rs.16.41 Lakh*,HYUNDAI,CRETA,Creta S (O)
3085,Chandigarh,Rs.15.82 Lakh*,HYUNDAI,CRETA,Creta S (O)
3086,Ex-Showroom Price,"Rs.9,15,000",mahindra,xuv300,XUV300 W6 BSIV
3087,Ex-Showroom Price,"Rs.9,98,000",MARUTI,VITARA BREZZA,Vitara Brezza ZXI Plus
3088,Ex-Showroom Price,"Rs.12,14,699",mahindra,xuv300,XUV300 W8 Turbosport Dual Tone BSVI
3089,Ex-Showroom Price,"Rs.12,19,000",MAHINDRA,THAR,Thar LXT RWD Diesel
3090,Bangalore,Rs.15.71 Lakh*,MAHINDRA,THAR,Thar LXT RWD Diesel
3091,Mumbai,Rs.14.89 Lakh*,MAHINDRA,THAR,Thar LXT RWD Diesel
3092,Pune,Rs.14.59 Lakh*,MAHINDRA,THAR,Thar LXT RWD Diesel
3093,Hyderabad,Rs.14.96 Lakh*,MAHINDRA,THAR,Thar LXT RWD Diesel
3094,Chennai,Rs.15.08 Lakh*,MAHINDRA,THAR,Thar LXT RWD Diesel
3095,Ahmedabad,Rs.13.62 Lakh*,MAHINDRA,THAR,Thar LXT RWD Diesel
3096,Lucknow,Rs.14.09 Lakh*,MAHINDRA,THAR,Thar LXT RWD Diesel
3097,Jaipur,Rs.14.95 Lakh*,MAHINDRA,THAR,Thar LXT RWD Diesel
3098,Patna,Rs.14.22 Lakh*,MAHINDRA,THAR,Thar LXT RWD Diesel
3099,Chandigarh,Rs.14.09 Lakh*,MAHINDRA,THAR,Thar LXT RWD Diesel
3100,Ex-Showroom Price,"Rs.9,07,000",HYUNDAI,EXTER,Exter SX Opt AMT
3101,Bangalore,Rs.10.80 Lakh*,HYUNDAI,EXTER,Exter SX Opt AMT
3102,Mumbai,Rs.10.53 Lakh*,HYUNDAI,EXTER,Exter SX Opt AMT
3103,Pune,Rs.10.53 Lakh*,HYUNDAI,EXTER,Exter SX Opt AMT
3104,Hyderabad,Rs.10.80 Lakh*,HYUNDAI,EXTER,Exter SX Opt AMT
3105,Chennai,Rs.10.71 Lakh*,HYUNDAI,EXTER,Exter SX Opt AMT
3106,Ahmedabad,Rs.10.08 Lakh*,HYUNDAI,EXTER,Exter SX Opt AMT
3107,Lucknow,Rs.10.25 Lakh*,HYUNDAI,EXTER,Exter SX Opt AMT
3108,Jaipur,Rs.10.47 Lakh*,HYUNDAI,EXTER,Exter SX Opt AMT
3109,Patna,Rs.10.52 Lakh*,HYUNDAI,EXTER,Exter SX Opt AMT
3110,Chandigarh,Rs.10.11 Lakh*,HYUNDAI,EXTER,Exter SX Opt AMT
3111,Ex-Showroom Price,"Rs.12,44,990",TATA,NEXON,Nexon Fearless Plus PS Red Dark
3112,Bangalore,Rs.15.28 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Red Dark
3113,Mumbai,Rs.14.65 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Red Dark
3114,Pune,Rs.14.65 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Red Dark
3115,Hyderabad,Rs.15.28 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Red Dark
3116,Chennai,Rs.15.40 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Red Dark
3117,Ahmedabad,Rs.13.91 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Red Dark
3118,Lucknow,Rs.14.39 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Red Dark
3119,Jaipur,Rs.14.43 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Red Dark
3120,Patna,Rs.14.52 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Red Dark
3121,Chandigarh,Rs.14.39 Lakh*,TATA,NEXON,Nexon Fearless Plus PS Red Dark
3122,Ex-Showroom Price,"Rs.13,69,000",KIA,SELTOS,Seltos HTE Opt Diesel
3123,Bangalore,Rs.16.99 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel
3124,Mumbai,Rs.16.34 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel
3125,Pune,Rs.16.37 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel
3126,Hyderabad,Rs.16.79 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel
3127,Chennai,Rs.16.92 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel
3128,Ahmedabad,Rs.13.77 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel
3129,Lucknow,Rs.15.81 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel
3130,Jaipur,Rs.16.32 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel
3131,Patna,Rs.15.95 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel
3132,Chandigarh,Rs.15.81 Lakh*,KIA,SELTOS,Seltos HTE Opt Diesel
3133,Ex-Showroom Price,"Rs.18,94,500",HYUNDAI,CRETA,Creta King Diesel DT
3134,Bangalore,Rs.23.18 Lakh*,HYUNDAI,CRETA,Creta King Diesel DT
3135,Mumbai,Rs.22.61 Lakh*,HYUNDAI,CRETA,Creta King Diesel DT
3136,Pune,Rs.22.61 Lakh*,HYUNDAI,CRETA,Creta King Diesel DT
3137,Hyderabad,Rs.23.18 Lakh*,HYUNDAI,CRETA,Creta King Diesel DT
3138,Chennai,Rs.23.37 Lakh*,HYUNDAI,CRETA,Creta King Diesel DT
3139,Ahmedabad,Rs.21.10 Lakh*,HYUNDAI,CRETA,Creta King Diesel DT
3140,Lucknow,Rs.21.83 Lakh*,HYUNDAI,CRETA,Creta King Diesel DT
3141,Jaipur,Rs.22.52 Lakh*,HYUNDAI,CRETA,Creta King Diesel DT
3142,Patna,Rs.22.40 Lakh*,HYUNDAI,CRETA,Creta King Diesel DT
3143,Chandigarh,Rs.20.70 Lakh*,HYUNDAI,CRETA,Creta King Diesel DT
3144,Ex-Showroom Price,"Rs.17,99,700",MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3145,Bangalore,Rs.22.03 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3146,Mumbai,Rs.21.02 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3147,Pune,Rs.20.95 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3148,Hyderabad,Rs.22.17 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3149,Chennai,Rs.21.92 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3150,Ahmedabad,Rs.19.84 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3151,Lucknow,Rs.20.75 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3152,Jaipur,Rs.21 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3153,Patna,Rs.21.29 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3154,Chandigarh,Rs.20.10 Lakh*,MARUTI,GRAND VITARA,Grand Vitara Alpha AWD AT
3155,Ex-Showroom Price,"Rs.17,09,000",KIA,SELTOS,Seltos HTK Opt Diesel AT
3156,Bangalore,Rs.21.17 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel AT
3157,Mumbai,Rs.20.36 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel AT
3158,Pune,Rs.20.41 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel AT
3159,Hyderabad,Rs.20.92 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel AT
3160,Chennai,Rs.21.09 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel AT
3161,Ahmedabad,Rs.19.04 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel AT
3162,Lucknow,Rs.19.71 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel AT
3163,Jaipur,Rs.20.33 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel AT
3164,Patna,Rs.20.22 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel AT
3165,Chandigarh,Rs.20.05 Lakh*,KIA,SELTOS,Seltos HTK Opt Diesel AT
3166,Ex-Showroom Price,"Rs.7,36,500",mahindra,xuv_3xo,XUV 3XO MX1
3167,Bangalore,Rs.8.99 Lakh*,mahindra,xuv_3xo,XUV 3XO MX1
3168,Mumbai,Rs.8.57 Lakh*,mahindra,xuv_3xo,XUV 3XO MX1
3169,Pune,Rs.8.57 Lakh*,mahindra,xuv_3xo,XUV 3XO MX1
3170,Hyderabad,Rs.8.79 Lakh*,mahindra,xuv_3xo,XUV 3XO MX1
3171,Chennai,Rs.8.72 Lakh*,mahindra,xuv_3xo,XUV 3XO MX1
3172,Ahmedabad,Rs.8.21 Lakh*,mahindra,xuv_3xo,XUV 3XO MX1
3173,Lucknow,Rs.8.35 Lakh*,mahindra,xuv_3xo,XUV 3XO MX1
3174,Jaipur,Rs.8.61 Lakh*,mahindra,xuv_3xo,XUV 3XO MX1
3175,Patna,Rs.8.49 Lakh*,mahindra,xuv_3xo,XUV 3XO MX1
3176,Chandigarh,Rs.8.49 Lakh*,mahindra,xuv_3xo,XUV 3XO MX1
3177,Ex-Showroom Price,"Rs.18,55,911",HYUNDAI,CRETA,Creta SX (O) Knight iVT DT
3178,Bangalore,Rs.22.71 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight iVT DT
3179,Mumbai,Rs.21.88 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight iVT DT
3180,Pune,Rs.20.55 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight iVT DT
3181,Hyderabad,Rs.23.02 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight iVT DT
3182,Chennai,Rs.22.90 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight iVT DT
3183,Ahmedabad,Rs.20.67 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight iVT DT
3184,Lucknow,Rs.21.39 Lakh*,HYUNDAI,CRETA,Creta SX (O) Knight iVT DT
